Trial,S1_val,S1_std,S2_val,S2_std
1,0.9338999999999995,0.1,-0.8161,0.05
2,-4.8161000000000005,0.1,-0.8161,0.05
3,-3.5661000000000005,0.1,-0.8161,0.05
4,2.1838999999999995,0.1,-0.8161,0.05
5,2.1838999999999995,0.1,-0.8161,0.05
6,2.4338999999999995,0.1,-0.8161,0.05
7,-3.0661000000000005,0.1,-0.8161,0.05
8,-3.3161000000000005,0.1,-0.8161,0.05
9,1.9338999999999995,0.1,-0.8161,0.05
10,-4.5661000000000005,0.1,-0.8161,0.05
11,-0.3161000000000005,0.1,-0.8161,0.05
12,-0.5661000000000005,0.1,-0.8161,0.05
13,0.6838999999999995,0.1,-0.8161,0.05
14,-3.8161000000000005,0.1,-0.8161,0.05
15,2.1838999999999995,0.1,-0.8161,0.05
16,1.1838999999999995,0.1,-0.8161,0.05
17,0.4338999999999995,0.1,-0.8161,0.05
18,-0.3161000000000005,0.1,-0.8161,0.05
19,-0.8161000000000005,0.1,-0.8161,0.05
20,-2.5661000000000005,0.1,-0.8161,0.05
21,-3.0661000000000005,0.1,-0.8161,0.05
22,-3.0661000000000005,0.1,-0.8161,0.05
23,0.4338999999999995,0.1,-0.8161,0.05
24,-0.06610000000000049,0.1,-0.8161,0.05
25,0.1838999999999995,0.1,-0.8161,0.05
26,1.4338999999999995,0.1,-0.8161,0.05
27,-1.5661000000000005,0.1,-0.8161,0.05
28,1.4338999999999995,0.1,-0.8161,0.05
29,-2.5661000000000005,0.1,-0.8161,0.05
30,1.9338999999999995,0.1,-0.8161,0.05
31,-4.0661000000000005,0.1,-0.8161,0.05
32,-2.0661000000000005,0.1,-0.8161,0.05
33,0.9338999999999995,0.1,-0.8161,0.05
34,1.4338999999999995,0.1,-0.8161,0.05
35,-1.5661000000000005,0.1,-0.8161,0.05
36,-3.5661000000000005,0.1,-0.8161,0.05
37,-0.5661000000000005,0.1,-0.8161,0.05
38,-2.5661000000000005,0.1,-0.8161,0.05
39,-1.0661000000000005,0.1,-0.8161,0.05
40,-4.5661000000000005,0.1,-0.8161,0.05
41,-4.3161000000000005,0.1,-0.8161,0.05
42,1.4338999999999995,0.1,-0.8161,0.05
43,3.1838999999999995,0.1,-0.8161,0.05
44,0.1838999999999995,0.1,-0.8161,0.05
45,0.9338999999999995,0.1,-0.8161,0.05
46,-1.0661000000000005,0.1,-0.8161,0.05
47,3.1838999999999995,0.1,-0.8161,0.05
48,0.4338999999999995,0.1,-0.8161,0.05
49,-0.06610000000000049,0.1,-0.8161,0.05
50,-3.5661000000000005,0.1,-0.8161,0.05
51,0.4338999999999995,0.1,-0.8161,0.05
52,2.4338999999999995,0.1,-0.8161,0.05
53,-0.06610000000000049,0.1,-0.8161,0.05
54,1.9338999999999995,0.1,-0.8161,0.05
55,-1.0661000000000005,0.1,-0.8161,0.05
56,-1.0661000000000005,0.1,-0.8161,0.05
57,-2.3161000000000005,0.1,-0.8161,0.05
58,2.6838999999999995,0.1,-0.8161,0.05
59,1.1838999999999995,0.1,-0.8161,0.05
60,-1.5661000000000005,0.1,-0.8161,0.05
61,-3.5661000000000005,0.1,-0.8161,0.05
62,-0.8161000000000005,0.1,-0.8161,0.05
63,-3.8161000000000005,0.1,-0.8161,0.05
64,-1.5661000000000005,0.1,-0.8161,0.05
65,-3.5661000000000005,0.1,-0.8161,0.05
66,-2.5661000000000005,0.1,-0.8161,0.05
67,-0.5661000000000005,0.1,-0.8161,0.05
68,-3.8161000000000005,0.1,-0.8161,0.05
69,-4.0661000000000005,0.1,-0.8161,0.05
70,-0.5661000000000005,0.1,-0.8161,0.05
71,-1.3161000000000005,0.1,-0.8161,0.05
72,0.9338999999999995,0.1,-0.8161,0.05
73,-2.5661000000000005,0.1,-0.8161,0.05
74,-1.5661000000000005,0.1,-0.8161,0.05
75,-1.3161000000000005,0.1,-0.8161,0.05
76,-1.8161000000000005,0.1,-0.8161,0.05
77,-4.5661000000000005,0.1,-0.8161,0.05
78,2.4338999999999995,0.1,-0.8161,0.05
79,-4.0661000000000005,0.1,-0.8161,0.05
80,-2.0661000000000005,0.1,-0.8161,0.05
81,1.6838999999999995,0.1,-0.8161,0.05
82,-1.8161000000000005,0.1,-0.8161,0.05
83,-4.5661000000000005,0.1,-0.8161,0.05
84,-3.0661000000000005,0.1,-0.8161,0.05
85,-2.0661000000000005,0.1,-0.8161,0.05
86,-2.3161000000000005,0.1,-0.8161,0.05
87,1.4338999999999995,0.1,-0.8161,0.05
88,1.9338999999999995,0.1,-0.8161,0.05
89,1.1838999999999995,0.1,-0.8161,0.05
90,0.9338999999999995,0.1,-0.8161,0.05
91,2.9338999999999995,0.1,-0.8161,0.05
92,2.6838999999999995,0.1,-0.8161,0.05
93,-0.8161000000000005,0.1,-0.8161,0.05
94,0.6838999999999995,0.1,-0.8161,0.05
95,-3.8161000000000005,0.1,-0.8161,0.05
96,-3.8161000000000005,0.1,-0.8161,0.05
97,2.1838999999999995,0.1,-0.8161,0.05
98,-0.5661000000000005,0.1,-0.8161,0.05
99,-3.3161000000000005,0.1,-0.8161,0.05
100,-4.0661000000000005,0.1,-0.8161,0.05
101,-1.3161000000000005,0.1,-0.8161,0.05
102,-2.8161000000000005,0.1,-0.8161,0.05
103,-3.5661000000000005,0.1,-0.8161,0.05
104,0.1838999999999995,0.1,-0.8161,0.05
105,-1.3161000000000005,0.1,-0.8161,0.05
106,2.4338999999999995,0.1,-0.8161,0.05
107,1.1838999999999995,0.1,-0.8161,0.05
108,2.4338999999999995,0.1,-0.8161,0.05
109,-4.5661000000000005,0.1,-0.8161,0.05
110,2.6838999999999995,0.1,-0.8161,0.05
111,-0.5661000000000005,0.1,-0.8161,0.05
112,-2.5661000000000005,0.1,-0.8161,0.05
113,2.6838999999999995,0.1,-0.8161,0.05
114,-1.3161000000000005,0.1,-0.8161,0.05
115,-4.8161000000000005,0.1,-0.8161,0.05
116,-1.5661000000000005,0.1,-0.8161,0.05
117,-3.5661000000000005,0.1,-0.8161,0.05
118,-4.0661000000000005,0.1,-0.8161,0.05
119,1.1838999999999995,0.1,-0.8161,0.05
120,1.9338999999999995,0.1,-0.8161,0.05
121,-1.5661000000000005,0.1,-0.8161,0.05
122,-0.8161000000000005,0.1,-0.8161,0.05
123,1.9338999999999995,0.1,-0.8161,0.05
124,-3.5661000000000005,0.1,-0.8161,0.05
125,0.4338999999999995,0.1,-0.8161,0.05
126,0.6838999999999995,0.1,-0.8161,0.05
127,-3.3161000000000005,0.1,-0.8161,0.05
128,2.6838999999999995,0.1,-0.8161,0.05
129,-0.8161000000000005,0.1,-0.8161,0.05
130,-3.3161000000000005,0.1,-0.8161,0.05
131,0.1838999999999995,0.1,-0.8161,0.05
132,1.4338999999999995,0.1,-0.8161,0.05
133,-4.3161000000000005,0.1,-0.8161,0.05
134,0.6838999999999995,0.1,-0.8161,0.05
135,0.6838999999999995,0.1,-0.8161,0.05
136,2.9338999999999995,0.1,-0.8161,0.05
137,2.1838999999999995,0.1,-0.8161,0.05
138,-4.3161000000000005,0.1,-0.8161,0.05
139,-2.8161000000000005,0.1,-0.8161,0.05
140,1.6838999999999995,0.1,-0.8161,0.05
141,-1.8161000000000005,0.1,-0.8161,0.05
142,1.9338999999999995,0.1,-0.8161,0.05
143,0.6838999999999995,0.1,-0.8161,0.05
144,-1.5661000000000005,0.1,-0.8161,0.05
145,-4.5661000000000005,0.1,-0.8161,0.05
146,-2.8161000000000005,0.1,-0.8161,0.05
147,2.4338999999999995,0.1,-0.8161,0.05
148,3.1838999999999995,0.1,-0.8161,0.05
149,-3.3161000000000005,0.1,-0.8161,0.05
150,-2.3161000000000005,0.1,-0.8161,0.05
151,-0.5661000000000005,0.1,-0.8161,0.05
152,-1.8161000000000005,0.1,-0.8161,0.05
153,1.6838999999999995,0.1,-0.8161,0.05
154,-0.3161000000000005,0.1,-0.8161,0.05
155,0.6838999999999995,0.1,-0.8161,0.05
156,-2.5661000000000005,0.1,-0.8161,0.05
157,1.9338999999999995,0.1,-0.8161,0.05
158,-0.5661000000000005,0.1,-0.8161,0.05
159,-1.8161000000000005,0.1,-0.8161,0.05
160,-2.5661000000000005,0.1,-0.8161,0.05
161,1.9338999999999995,0.1,-0.8161,0.05
162,-3.3161000000000005,0.1,-0.8161,0.05
163,2.9338999999999995,0.1,-0.8161,0.05
164,-1.5661000000000005,0.1,-0.8161,0.05
165,2.6838999999999995,0.1,-0.8161,0.05
166,-2.8161000000000005,0.1,-0.8161,0.05
167,3.1838999999999995,0.1,-0.8161,0.05
168,-2.8161000000000005,0.1,-0.8161,0.05
169,-1.0661000000000005,0.1,-0.8161,0.05
170,2.9338999999999995,0.1,-0.8161,0.05
171,1.4338999999999995,0.1,-0.8161,0.05
172,-4.8161000000000005,0.1,-0.8161,0.05
173,0.4338999999999995,0.1,-0.8161,0.05
174,-3.3161000000000005,0.1,-0.8161,0.05
175,-2.0661000000000005,0.1,-0.8161,0.05
176,-2.3161000000000005,0.1,-0.8161,0.05
177,0.6838999999999995,0.1,-0.8161,0.05
178,-2.5661000000000005,0.1,-0.8161,0.05
179,-3.0661000000000005,0.1,-0.8161,0.05
180,2.9338999999999995,0.1,-0.8161,0.05
181,-3.3161000000000005,0.1,-0.8161,0.05
182,-4.0661000000000005,0.1,-0.8161,0.05
183,-3.8161000000000005,0.1,-0.8161,0.05
184,0.1838999999999995,0.1,-0.8161,0.05
185,1.1838999999999995,0.1,-0.8161,0.05
186,-4.8161000000000005,0.1,-0.8161,0.05
187,-1.8161000000000005,0.1,-0.8161,0.05
188,-4.5661000000000005,0.1,-0.8161,0.05
189,-3.0661000000000005,0.1,-0.8161,0.05
190,-4.0661000000000005,0.1,-0.8161,0.05
191,0.6838999999999995,0.1,-0.8161,0.05
192,1.1838999999999995,0.1,-0.8161,0.05
193,-0.3161000000000005,0.1,-0.8161,0.05
194,1.6838999999999995,0.1,-0.8161,0.05
195,0.4338999999999995,0.1,-0.8161,0.05
196,-0.3161000000000005,0.1,-0.8161,0.05
197,-0.06610000000000049,0.1,-0.8161,0.05
198,-4.0661000000000005,0.1,-0.8161,0.05
199,-3.0661000000000005,0.1,-0.8161,0.05
200,-2.5661000000000005,0.1,-0.8161,0.05
201,-0.8161000000000005,0.1,-0.8161,0.05
202,2.6838999999999995,0.1,-0.8161,0.05
203,-3.3161000000000005,0.1,-0.8161,0.05
204,-4.5661000000000005,0.1,-0.8161,0.05
205,-2.3161000000000005,0.1,-0.8161,0.05
206,2.9338999999999995,0.1,-0.8161,0.05
207,0.1838999999999995,0.1,-0.8161,0.05
208,1.4338999999999995,0.1,-0.8161,0.05
209,-0.5661000000000005,0.1,-0.8161,0.05
210,-2.0661000000000005,0.1,-0.8161,0.05
211,-1.8161000000000005,0.1,-0.8161,0.05
212,-2.5661000000000005,0.1,-0.8161,0.05
213,-4.0661000000000005,0.1,-0.8161,0.05
214,1.1838999999999995,0.1,-0.8161,0.05
215,0.9338999999999995,0.1,-0.8161,0.05
216,-2.0661000000000005,0.1,-0.8161,0.05
217,2.4338999999999995,0.1,-0.8161,0.05
218,-2.5661000000000005,0.1,-0.8161,0.05
219,-2.0661000000000005,0.1,-0.8161,0.05
220,-4.5661000000000005,0.1,-0.8161,0.05
221,-1.0661000000000005,0.1,-0.8161,0.05
222,-1.0661000000000005,0.1,-0.8161,0.05
223,-1.3161000000000005,0.1,-0.8161,0.05
224,1.6838999999999995,0.1,-0.8161,0.05
225,-3.0661000000000005,0.1,-0.8161,0.05
226,2.4338999999999995,0.1,-0.8161,0.05
227,0.1838999999999995,0.1,-0.8161,0.05
228,1.1838999999999995,0.1,-0.8161,0.05
229,-2.3161000000000005,0.1,-0.8161,0.05
230,-3.0661000000000005,0.1,-0.8161,0.05
231,3.1838999999999995,0.1,-0.8161,0.05
232,-4.0661000000000005,0.1,-0.8161,0.05
233,-4.3161000000000005,0.1,-0.8161,0.05
234,1.1838999999999995,0.1,-0.8161,0.05
235,0.1838999999999995,0.1,-0.8161,0.05
236,-3.0661000000000005,0.1,-0.8161,0.05
237,1.9338999999999995,0.1,-0.8161,0.05
238,2.6838999999999995,0.1,-0.8161,0.05
239,0.1838999999999995,0.1,-0.8161,0.05
240,1.9338999999999995,0.1,-0.8161,0.05
241,-4.5661000000000005,0.1,-0.8161,0.05
242,0.1838999999999995,0.1,-0.8161,0.05
243,2.6838999999999995,0.1,-0.8161,0.05
244,-4.8161000000000005,0.1,-0.8161,0.05
245,-1.0661000000000005,0.1,-0.8161,0.05
246,-3.8161000000000005,0.1,-0.8161,0.05
247,-3.8161000000000005,0.1,-0.8161,0.05
248,2.9338999999999995,0.1,-0.8161,0.05
249,-4.3161000000000005,0.1,-0.8161,0.05
250,0.1838999999999995,0.1,-0.8161,0.05
251,0.9338999999999995,0.1,-0.8161,0.05
252,2.6838999999999995,0.1,-0.8161,0.05
253,-4.3161000000000005,0.1,-0.8161,0.05
254,-4.0661000000000005,0.1,-0.8161,0.05
255,0.1838999999999995,0.1,-0.8161,0.05
256,-2.0661000000000005,0.1,-0.8161,0.05
257,1.1838999999999995,0.1,-0.8161,0.05
258,2.1838999999999995,0.1,-0.8161,0.05
259,1.6838999999999995,0.1,-0.8161,0.05
260,3.1838999999999995,0.1,-0.8161,0.05
261,-1.0661000000000005,0.1,-0.8161,0.05
262,-1.0661000000000005,0.1,-0.8161,0.05
263,-0.8161000000000005,0.1,-0.8161,0.05
264,0.6838999999999995,0.1,-0.8161,0.05
265,-4.0661000000000005,0.1,-0.8161,0.05
266,2.9338999999999995,0.1,-0.8161,0.05
267,-1.5661000000000005,0.1,-0.8161,0.05
268,3.1838999999999995,0.1,-0.8161,0.05
269,-1.0661000000000005,0.1,-0.8161,0.05
270,-4.8161000000000005,0.1,-0.8161,0.05
271,-0.06610000000000049,0.1,-0.8161,0.05
272,3.1838999999999995,0.1,-0.8161,0.05
273,-4.5661000000000005,0.1,-0.8161,0.05
274,-4.3161000000000005,0.1,-0.8161,0.05
275,-3.8161000000000005,0.1,-0.8161,0.05
276,-2.5661000000000005,0.1,-0.8161,0.05
277,-2.8161000000000005,0.1,-0.8161,0.05
278,0.1838999999999995,0.1,-0.8161,0.05
279,-2.5661000000000005,0.1,-0.8161,0.05
280,-0.8161000000000005,0.1,-0.8161,0.05
281,-4.8161000000000005,0.1,-0.8161,0.05
282,-1.0661000000000005,0.1,-0.8161,0.05
283,-0.8161000000000005,0.1,-0.8161,0.05
284,0.4338999999999995,0.1,-0.8161,0.05
285,-4.5661000000000005,0.1,-0.8161,0.05
286,2.9338999999999995,0.1,-0.8161,0.05
287,0.9338999999999995,0.1,-0.8161,0.05
288,-2.0661000000000005,0.1,-0.8161,0.05
289,1.1838999999999995,0.1,-0.8161,0.05
290,-3.0661000000000005,0.1,-0.8161,0.05
291,0.6838999999999995,0.1,-0.8161,0.05
292,2.4338999999999995,0.1,-0.8161,0.05
293,-4.8161000000000005,0.1,-0.8161,0.05
294,-0.3161000000000005,0.1,-0.8161,0.05
295,-3.5661000000000005,0.1,-0.8161,0.05
296,-2.3161000000000005,0.1,-0.8161,0.05
297,-1.5661000000000005,0.1,-0.8161,0.05
298,-1.0661000000000005,0.1,-0.8161,0.05
299,-2.8161000000000005,0.1,-0.8161,0.05
300,1.9338999999999995,0.1,-0.8161,0.05
301,1.4338999999999995,0.1,-0.8161,0.05
302,-3.5661000000000005,0.1,-0.8161,0.05
303,1.4338999999999995,0.1,-0.8161,0.05
304,-4.8161000000000005,0.1,-0.8161,0.05
305,0.1838999999999995,0.1,-0.8161,0.05
306,-4.3161000000000005,0.1,-0.8161,0.05
307,-3.5661000000000005,0.1,-0.8161,0.05
308,2.9338999999999995,0.1,-0.8161,0.05
309,-3.3161000000000005,0.1,-0.8161,0.05
310,2.9338999999999995,0.1,-0.8161,0.05
311,-2.5661000000000005,0.1,-0.8161,0.05
312,2.9338999999999995,0.1,-0.8161,0.05
313,-3.3161000000000005,0.1,-0.8161,0.05
314,-2.5661000000000005,0.1,-0.8161,0.05
315,-0.06610000000000049,0.1,-0.8161,0.05
316,0.6838999999999995,0.1,-0.8161,0.05
317,-0.8161000000000005,0.1,-0.8161,0.05
318,-3.5661000000000005,0.1,-0.8161,0.05
